Algeria_NumidoRoman_Berber.SG:R10760.SG__AD_31__Cov_74.54%,0.097888,0.148267,-0.031301,-0.046512,0.000615,-0.014223,-0.001175,-0.002077,-0.006954,0.011845,0.005846,0.002398,-0.001041,-0.001651,-0.010179,-0.000133,0.00665,0.003421,0.00352,-0.011005,-0.007861,-0.00272,-0.00949,-0.003133,0.003592
Algeria_NumidoRoman_Berber.SG:R10766.SG__AD_114__Cov_87.86%,0.081953,0.15436,-0.013576,-0.055879,0.018465,-0.024263,0.004935,-0.000923,0.024338,0.032256,-0.003248,0.005245,-0.007284,0.000275,0.005293,-0.003713,0.006389,-0.005068,-0.003142,0.003252,-0.001872,-0.011005,0.012941,0.004699,0.005868
Algeria_NumidoRoman_Berber.SG:R10770.SG__AD_152__Cov_50.38%,-0.028456,0.146236,0.00264,-0.078489,0.037545,-0.045459,-0.020211,0.010384,0.075674,0.03262,0.002111,-0.009142,0.020069,-0.017891,0.004614,-0.01896,-0.001956,-0.017356,-0.038841,0.009755,-0.01148,-0.034252,0.016638,-0.01446,0.001437
Argentina_Ansilta_CalingastaCaves_1500BP:SJArg-1__AD_489__Cov_26.00%,0.044391,-0.295519,0.115399,0.097869,-0.120022,-0.022311,-0.292353,-0.342447,-0.011862,-0.016219,-0.006171,-0.0003,0.000297,0.025047,0.003664,0.01432,0.001825,-0.004561,0.001885,-0.001,-0.001747,0.007419,-0.003697,-0.005663,-0.002155
Argentina_BeagleChannel_Yamana_1500BP.AG:I12355.AG__AD_460__Cov_57.26%,0.05122,-0.31583,0.118039,0.093993,-0.116329,-0.029284,-0.290473,-0.341524,-0.007567,-0.016037,-0.001461,0.002548,0.000595,0.032479,-0.004343,0.008486,0.008736,-0.00152,-0.005405,0.002001,-0.001123,0.011376,-0.003697,0.004699,-0.002515
Argentina_Central_Hills_Occientales_1900BP:I19221.AG__AD_50__Cov_38.96%,0.047806,-0.316845,0.115776,0.093347,-0.114791,-0.016733,-0.297993,-0.348216,-0.013703,-0.019681,0.001624,0.003747,0.002825,0.020919,-0.008686,0.005967,0.005867,0.000633,0.004399,0.008629,0.000873,0.004946,-0.002835,-0.000482,0.004071
Argentina_Central_Hills_SierrasChicas_1700BP:I12604.AG__AD_250__Cov_31.06%,0.054635,-0.31583,0.11653,0.094639,-0.110482,-0.02008,-0.300814,-0.355831,-0.01309,-0.021504,-0.005684,0.003747,0.004757,0.023671,0.000543,0.010475,0.006128,-0.002027,0.005656,0.003377,0.002995,0.005441,-0.011585,0.000964,-0.002155
Argentina_Central_Hills_SierrasChicas_1700BP:I12720.AG__AD_250__Cov_11.28%,0.046667,-0.30669,0.118793,0.109175,-0.101557,-0.024821,-0.283423,-0.349139,-0.003068,-0.010205,-0.002111,-0.009142,0.000149,0.030965,-0.005565,0.015911,-0.002477,-0.004814,-0.003142,0.017759,0.009733,0.011005,-0.007148,0.001205,0.012214
Argentina_Central_Plains_MarChiquita_1800BP:I12606.AG__AD_150__Cov_34.67%,0.060326,-0.311768,0.12709,0.096254,-0.114483,-0.014502,-0.286008,-0.347755,-0.015953,-0.016219,0.006658,-0.004646,-0.001635,0.020506,-0.007736,0.003713,-0.004694,-0.003167,0.007668,0.002501,-0.00287,0.006925,-0.001725,0.002771,-0.00491
Argentina_Central_Plains_MarChiquita_1800BP:I12754.AG__AD_150__Cov_35.19%,0.055773,-0.317861,0.114268,0.088825,-0.10802,-0.006693,-0.296583,-0.34937,-0.010635,-0.012392,0.007957,0.005545,0.000446,0.019542,-0.007329,0.003713,0.008214,0.005448,0.004022,0.001376,-0.002745,0.001978,0.002095,0.001325,-0.006826
